################################################################
-4.868281,-2.975971
-4.868281,-2.906655
-4.868281,-2.814233
-4.868281,-2.721812
-4.868281,-2.698706
-4.868281,-2.62939
-4.845165,-2.536969
-4.845165,-2.513864
-4.798932,-2.398337
-4.798932,-2.352126
-4.798932,-2.259705
-4.798932,-2.190388
-4.775815,-2.144178
-4.775815,-2.074862
-4.7527,-2.005546
-4.7527,-1.913124
-4.729583,-1.797597
-4.729583,-1.728281
-4.706467,-1.68207
-4.706467,-1.589649
-4.706467,-1.497228
-4.706467,-1.427912
-4.706467,-1.33549
-4.683351,-1.243069
-4.660234,-1.173753
-4.660234,-1.081331
-4.637118,-1.03512
-4.637118,-0.942699
-4.614002,-0.804067
-4.614002,-0.7116455
-4.614002,-0.6654346
-4.614002,-0.5961186
-4.614002,-0.5036968
-4.614002,-0.4574862
-4.614002,-0.4112753
-4.614002,-0.3881702
-4.614002,-0.2726433
-4.614002,-0.2264327
-4.590886,-0.1571164
-4.590886,-0.08780032
-4.56777,-0.01848429
-4.56777,0.02772629
-4.56777,0.07393718
-4.56777,0.1432532
-4.56777,0.2125692
-4.56777,0.2356744
-4.56777,0.2818853
-4.56777,0.3280962
-4.56777,0.3512013
-4.56777,0.3974122
-4.56777,0.4205173
-4.56777,0.4898334
-4.56777,0.5129391
-4.56777,0.5360442
-4.56777,0.55915
-4.56777,0.6053603
-4.56777,0.628466
-4.56777,0.6515712
-4.56777,0.697782
-4.56777,0.7670981
-4.56777,0.7902032
-4.56777,0.8595192
-4.56777,0.882625
-4.56777,0.9057301
-4.56777,0.9750462
-4.56777,0.9981513
-4.56777,1.044362
-4.544653,1.067468
-4.544653,1.113678
-4.544653,1.159889
-4.521537,1.2061
-4.521537,1.25231
-4.521537,1.298521
-4.521537,1.321627
-4.521537,1.344732
-4.498421,1.390943
-4.498421,1.414048
-4.498421,1.460259
-4.498421,1.529575
-4.475305,1.575786
-4.475305,1.621996
-4.452188,1.645102
-4.452188,1.668207
-4.452188,1.714418
-4.452188,1.737523
-4.429072,1.783734
-4.429072,1.806839
-4.429072,1.829944
-4.429072,1.899261
-4.429072,1.922366
-4.405956,1.968577
-4.405956,1.991682
-4.405956,2.014787
-4.38284,2.060998
-4.359723,2.107209
-4.359723,2.130314
-4.336607,2.15342
-4.336607,2.176525
-4.336607,2.19963
-4.336607,2.222736
-4.336607,2.268946
-4.290375,2.338262
-4.267259,2.361368
-4.267259,2.384473
-4.244142,2.430684
-4.244142,2.453789
-4.244142,2.476895
-4.244142,2.5
-4.19791,2.523105
-4.19791,2.546211
-4.174794,2.546211
-4.151677,2.615527
-4.151677,2.638632
-4.128561,2.638632
-4.082328,2.661738
-4.082328,2.684843
-4.059213,2.707948
-4.059213,2.731054
-4.036096,2.731054
-4.01298,2.754159
-3.989864,2.777264
-3.966747,2.777264
-3.966747,2.823475
-3.920515,2.823475
-3.897399,2.823475
-3.874282,2.84658
-3.874282,2.869686
-3.82805,2.869686
-3.804933,2.915897
-3.781818,2.915897
-3.758701,2.915897
-3.735585,2.915897
-3.712469,2.939002
-3.689352,2.939002
-3.666236,2.962107
-3.620004,2.962107
-3.596888,2.962107
-3.596888,2.985213
-3.527539,2.985213
-3.504423,3.008318
-3.481306,3.008318
-3.435074,3.008318
-3.411957,3.008318
-3.365725,3.008318
-3.319493,3.008318
-3.27326,3.031423
-3.227028,3.031423
-3.203912,3.031423
-3.180795,3.031423
-3.157679,3.031423
-3.134562,3.031423
-3.08833,3.031423
-3.065214,3.031423
-3.042098,3.031423
-2.995865,3.031423
-2.972749,3.031423
-2.949633,3.031423
-2.926517,3.031423
-2.9034,3.031423
-2.880284,3.031423
-2.857167,3.031423
-2.834051,3.008318
-2.810935,3.008318
-2.764703,3.008318
-2.741586,3.008318
-2.71847,3.008318
-2.672238,2.985213
-2.649122,2.962107
-2.602889,2.962107
-2.579773,2.939002
-2.53354,2.915897
-2.487308,2.915897
-2.487308,2.892791
-2.464191,2.892791
-2.417959,2.84658
-2.394843,2.823475
-2.34861,2.777264
-2.325494,2.777264
-2.302378,2.731054
-2.279261,2.731054
-2.256145,2.684843
-2.209913,2.638632
-2.209913,2.615527
-2.209913,2.592421
-2.186797,2.546211
-2.16368,2.546211
-2.16368,2.5
-2.140564,2.453789
-2.117448,2.430684
-2.094332,2.384473
-2.094332,2.361368
-2.071216,2.338262
-2.048099,2.292052
-2.024983,2.268946
-2.024983,2.245841
-2.024983,2.19963
-2.024983,2.15342
-2.001867,2.130314
-2.001867,2.084103
-1.97875,2.060998
-1.97875,1.991682
-1.932518,1.945471
-1.932518,1.899261
-1.932518,1.85305
-1.909402,1.783734
-1.909402,1.714418
-1.863169,1.645102
-1.863169,1.621996
-1.840053,1.55268
-1.840053,1.529575
-1.816937,1.483364
-1.793821,1.414048
-1.747588,1.344732
-1.747588,1.298521
-1.724472,1.229205
-1.678239,1.090573
-1.655123,0.9750462
-1.632007,0.9288353
-1.562658,0.7902032
-1.539542,0.628466
-1.516426,0.5129391
-1.493309,0.4898334
-1.470193,0.4436231
-1.447077,0.3280962
-1.377728,0.2356744
-1.377728,0.1663584
-1.354612,0.07393718
-1.331496,0.05083203
-1.308379,-0.04158974
-1.285263,-0.1340112
-1.285263,-0.1802218
-1.239031,-0.2957487
